snapshot,demand_mw,wind,hydro,thermal,solar
2030-01-05 18:00:00,6303.90671,0.88789,1.0,0.43878,0.0
2030-01-05 19:00:00,6109.09532,0.88292,1.0,0.41906,0.0
2030-01-05 20:00:00,5865.58108,0.88093,1.0,0.3923,0.0
2030-01-05 21:00:00,5622.06685,0.8752,0.93643,0.36741,0.0
2030-01-05 22:00:00,5378.55261,0.85796,0.93643,0.34828,0.0
2030-01-05 23:00:00,5135.03838,0.8611,0.93643,0.31895,0.0
2030-01-06 00:00:00,4985.42392,0.76263,0.93775,0.35123,0.0
2030-01-06 01:00:00,4837.43217,0.79582,0.93775,0.31772,0.0
2030-01-06 02:00:00,4738.77101,0.82092,0.93775,0.2939,0.0
2030-01-06 03:00:00,4689.44043,0.84733,0.93775,0.27504,0.0
2030-01-06 04:00:00,4689.44043,0.79776,0.93775,0.29988,0.0
2030-01-06 05:00:00,4788.10159,0.71643,0.93775,0.35188,0.0
2030-01-06 06:00:00,5084.08509,0.67161,0.93775,0.40808,0.0
2030-01-06 07:00:00,5528.06033,0.54116,0.93775,0.52405,0.0
2030-01-06 08:00:00,5873.3744,0.41352,0.93775,0.62737,0.0
2030-01-06 09:00:00,5972.03557,0.55103,0.93775,0.56972,0.03604
2030-01-06 10:00:00,5972.03557,0.68315,0.93775,0.50353,0.07631
2030-01-06 11:00:00,5922.70498,0.71149,0.93775,0.4837,0.11056
2030-01-06 12:00:00,5873.3744,0.66753,0.93775,0.50011,0.18925
2030-01-06 13:00:00,5824.04382,0.69328,0.93775,0.48158,0.20086
2030-01-06 14:00:00,5774.71324,0.76318,0.93775,0.44094,0.13008
2030-01-06 15:00:00,5824.04382,0.75364,0.93775,0.45134,0.11278
2030-01-06 16:00:00,6070.69673,0.82868,0.93775,0.44186,0.07838
2030-01-06 17:00:00,6366.68023,0.80631,1.0,0.48681,0.0
2030-01-06 18:00:00,6366.68023,0.74524,1.0,0.51741,0.0
2030-01-06 19:00:00,6169.3579,0.76663,1.0,0.4842,0.0
2030-01-06 20:00:00,5922.70498,0.6704,1.0,0.50429,0.0
2030-01-06 21:00:00,5676.05207,0.57914,0.93775,0.5219,0.0
2030-01-06 22:00:00,5429.39916,0.49588,0.93775,0.53549,0.0
2030-01-06 23:00:00,5182.74625,0.48915,0.93775,0.51075,0.0
2030-01-07 00:00:00,5429.37198,0.643,0.93893,0.46178,0.0
2030-01-07 01:00:00,5262.88239,0.65596,0.93893,0.4363,0.0
2030-01-07 02:00:00,5151.88934,0.49409,0.93893,0.50475,0.0
2030-01-07 03:00:00,5096.39281,0.49195,0.93893,0.49949,0.0
2030-01-07 04:00:00,5096.39281,0.58442,0.93893,0.45316,0.0
2030-01-07 05:00:00,5207.38587,0.48582,0.93893,0.51522,0.0
2030-01-07 06:00:00,5540.36503,0.52328,0.93893,0.53441,0.0
2030-01-07 07:00:00,6039.83378,0.59752,0.93893,0.55416,0.0
2030-01-07 08:00:00,6428.30947,0.51119,0.93893,0.64171,0.0
2030-01-07 09:00:00,6539.30252,0.53203,0.93893,0.64392,0.03056
2030-01-07 10:00:00,6539.30252,0.45054,0.93893,0.68475,0.12884
2030-01-07 11:00:00,6483.806,0.4302,0.93893,0.68861,0.14812
2030-01-07 12:00:00,6428.30947,0.48727,0.93893,0.65369,0.13363
2030-01-07 13:00:00,6372.81294,0.39611,0.93893,0.69304,0.08209
2030-01-07 14:00:00,6317.31641,0.40063,0.93893,0.68445,0.11117
2030-01-07 15:00:00,6372.81294,0.48052,0.93893,0.65074,0.05625
2030-01-07 16:00:00,6650.29558,0.60516,0.93893,0.61993,0.05378
2030-01-07 17:00:00,6983.27474,0.62227,1.0,0.64932,0.0
2030-01-07 18:00:00,6983.27474,0.55217,1.0,0.68444,0.0
2030-01-07 19:00:00,6761.28863,0.51106,1.0,0.67973,0.0
2030-01-07 20:00:00,6483.806,0.45258,1.0,0.6774,0.0
2030-01-07 21:00:00,6206.32336,0.45695,0.93893,0.64357,0.0
2030-01-07 22:00:00,5928.84072,0.37903,0.93893,0.65098,0.0
2030-01-07 23:00:00,5651.35808,0.52188,0.93893,0.54777,0.0
2030-01-08 00:00:00,5474.7688,0.53628,0.93997,0.52043,0.0
2030-01-08 01:00:00,5306.38769,0.55519,0.93997,0.49175,0.0
2030-01-08 02:00:00,5194.13361,0.55416,0.93997,0.47947,0.0
2030-01-08 03:00:00,5138.00657,0.72009,0.93997,0.38994,0.0
2030-01-08 04:00:00,5138.00657,0.49631,0.93997,0.50205,0.0
2030-01-08 05:00:00,5250.26065,0.53019,0.93997,0.49788,0.0
2030-01-08 06:00:00,5587.02288,0.55513,0.93997,0.52378,0.0
2030-01-08 07:00:00,6092.16623,0.56844,0.93997,0.5747,0.0
2030-01-08 08:00:00,6485.0555,0.41444,0.93997,0.69665,0.0
2030-01-08 09:00:00,6597.30958,0.35798,0.93997,0.73773,0.03858
2030-01-08 10:00:00,6597.30958,0.24779,0.93997,0.79294,0.06976
2030-01-08 11:00:00,6541.18254,0.19573,0.93997,0.81263,0.13027
2030-01-08 12:00:00,6485.0555,0.30238,0.93997,0.7528,0.17837
2030-01-08 13:00:00,6428.92847,0.31877,0.93997,0.73818,0.15368
2030-01-08 14:00:00,6372.80143,0.28639,0.93997,0.74801,0.14463
2030-01-08 15:00:00,6428.92847,0.19897,0.93997,0.79821,0.07807
2030-01-08 16:00:00,6709.56366,0.19719,0.93997,0.8311,0.04745
2030-01-08 17:00:00,7046.32589,0.19963,1.0,0.86826,0.0
2030-01-08 18:00:00,7046.32589,0.10683,1.0,0.91476,0.0
2030-01-08 19:00:00,6821.81774,0.12219,1.0,0.88147,0.0
2030-01-08 20:00:00,6541.18254,0.07142,1.0,0.87491,0.0
2030-01-08 21:00:00,6260.54735,0.12548,0.93997,0.81583,0.0
2030-01-08 22:00:00,5979.91215,0.19342,0.93997,0.7498,0.0
2030-01-08 23:00:00,5699.27696,0.31138,0.93997,0.6587,0.0
2030-01-09 00:00:00,5564.65135,0.23018,0.94088,0.68404,0.0
2030-01-09 01:00:00,5392.52513,0.3637,0.94088,0.59751,0.0
2030-01-09 02:00:00,5277.77432,0.31441,0.94088,0.60913,0.0
2030-01-09 03:00:00,5220.39891,0.3372,0.94088,0.59117,0.0
2030-01-09 04:00:00,5220.39891,0.24109,0.94088,0.63932,0.0
2030-01-09 05:00:00,5335.14972,0.27037,0.94088,0.63773,0.0
2030-01-09 06:00:00,5679.40217,0.27336,0.94088,0.67548,0.0
2030-01-09 07:00:00,6195.78084,0.29904,0.94088,0.72149,0.0
2030-01-09 08:00:00,6597.40869,0.42323,0.94088,0.70506,0.0
2030-01-09 09:00:00,6712.15951,0.25808,0.94088,0.80088,0.03591
2030-01-09 10:00:00,6712.15951,0.16819,0.94088,0.84592,0.08507
2030-01-09 11:00:00,6654.7841,0.24832,0.94088,0.79923,0.0608
2030-01-09 12:00:00,6597.40869,0.23164,0.94088,0.80104,0.07002
2030-01-09 13:00:00,6540.03329,0.34181,0.94088,0.73931,0.04696
2030-01-09 14:00:00,6482.65788,0.33913,0.94088,0.73411,0.03505
2030-01-09 15:00:00,6540.03329,0.34888,0.94088,0.73576,0.02508
2030-01-09 16:00:00,6826.91032,0.32639,0.94088,0.77974,0.01633
2030-01-09 17:00:00,7171.16277,0.47009,1.0,0.74699,0.0
2030-01-09 18:00:00,7171.16277,0.33011,1.0,0.81712,0.0
2030-01-09 19:00:00,6941.66114,0.44927,1.0,0.73126,0.0
2030-01-09 20:00:00,6654.7841,0.44074,1.0,0.70282,0.0
2030-01-09 21:00:00,6367.90706,0.41069,0.94088,0.68517,0.0
2030-01-09 22:00:00,6081.03002,0.30642,0.94088,0.70471,0.0
2030-01-09 23:00:00,5794.15299,0.41455,0.94088,0.61783,0.0
2030-01-10 00:00:00,5462.39176,0.45568,0.94164,0.5594,0.0
2030-01-10 01:00:00,5294.52636,0.35621,0.94164,0.5901,0.0
2030-01-10 02:00:00,5182.61608,0.51399,0.94164,0.49828,0.0
2030-01-10 03:00:00,5126.66095,0.3876,0.94164,0.55523,0.0
2030-01-10 04:00:00,5126.66095,0.50607,0.94164,0.49587,0.0
2030-01-10 05:00:00,5238.57122,0.49755,0.94164,0.5129,0.0
2030-01-10 06:00:00,5574.30203,0.37392,0.94164,0.61312,0.0
2030-01-10 07:00:00,6077.89825,0.36877,0.94164,0.67311,0.0
2030-01-10 08:00:00,6469.5842,0.4424,0.94164,0.68087,0.0
2030-01-10 09:00:00,6581.49447,0.41373,0.94164,0.708,0.04279
2030-01-10 10:00:00,6581.49447,0.24562,0.94164,0.79223,0.07323
2030-01-10 11:00:00,6525.53934,0.15855,0.94164,0.82947,0.12568
2030-01-10 12:00:00,6469.5842,0.0548,0.94164,0.87508,0.21896
2030-01-10 13:00:00,6413.62907,0.08016,0.94164,0.85599,0.21188
2030-01-10 14:00:00,6357.67393,0.10892,0.94164,0.8352,0.26537
2030-01-10 15:00:00,6413.62907,0.13394,0.94164,0.82905,0.20507
2030-01-10 16:00:00,6693.40475,0.16499,0.94164,0.84539,0.11938
2030-01-10 17:00:00,7029.13556,0.23377,1.0,0.8492,0.0
2030-01-10 18:00:00,7029.13556,0.19976,1.0,0.86624,0.0
2030-01-10 19:00:00,6805.31502,0.282,1.0,0.79952,0.0
2030-01-10 20:00:00,6525.53934,0.31827,1.0,0.74945,0.0
2030-01-10 21:00:00,6245.76366,0.44745,0.94164,0.65283,0.0
2030-01-10 22:00:00,5965.98798,0.29078,0.94164,0.69943,0.0
2030-01-10 23:00:00,5686.2123,0.30095,0.94164,0.66244,0.0
2030-01-11 00:00:00,5429.22082,0.15076,0.94227,0.70839,0.0
2030-01-11 01:00:00,5262.73753,0.12571,0.94227,0.70196,0.0
2030-01-11 02:00:00,5151.74868,0.07391,0.94227,0.71526,0.0
2030-01-11 03:00:00,5096.25425,0.10501,0.94227,0.69335,0.0
2030-01-11 04:00:00,5096.25425,0.15275,0.94227,0.66943,0.0
2030-01-11 05:00:00,5207.24311,0.06691,0.94227,0.72509,0.0
2030-01-11 06:00:00,5540.20967,0.04899,0.94227,0.77203,0.0
2030-01-11 07:00:00,6039.65953,0.03009,0.94227,0.83844,0.0
2030-01-11 08:00:00,6428.12052,0.06024,0.94227,0.86762,0.0
2030-01-11 09:00:00,6539.10938,0.14836,0.94227,0.83613,0.02327
2030-01-11 10:00:00,6539.10938,0.162,0.94227,0.82929,0.03226
2030-01-11 11:00:00,6483.61495,0.2208,0.94227,0.79351,0.0561
2030-01-11 12:00:00,6428.12052,0.23433,0.94227,0.7804,0.06254
2030-01-11 13:00:00,6372.6261,0.23381,0.94227,0.77433,0.08026
2030-01-11 14:00:00,6317.13167,0.25086,0.94227,0.75946,0.10226
2030-01-11 15:00:00,6372.6261,0.18555,0.94227,0.79851,0.06418
2030-01-11 16:00:00,6650.09824,0.20136,0.94227,0.82222,0.02753
2030-01-11 17:00:00,6983.0648,0.2238,1.0,0.84894,0.0
2030-01-11 18:00:00,6983.0648,0.21615,1.0,0.85277,0.0
2030-01-11 19:00:00,6761.08709,0.15786,1.0,0.85667,0.0
2030-01-11 20:00:00,6483.61495,0.1701,1.0,0.8189,0.0
2030-01-11 21:00:00,6206.14281,0.08222,0.94227,0.8313,0.0
2030-01-11 22:00:00,5928.67067,0.07423,0.94227,0.80367,0.0
2030-01-11 23:00:00,5651.19853,0.06876,0.94227,0.77478,0.0
2030-01-12 00:00:00,4935.23058,0.13732,0.94276,0.6588,0.0
2030-01-12 01:00:00,4789.33022,0.21803,0.94276,0.60173,0.0
2030-01-12 02:00:00,4692.06332,0.18043,0.94276,0.60948,0.0
2030-01-12 03:00:00,4643.42986,0.16188,0.94276,0.61323,0.0
2030-01-12 04:00:00,4643.42986,0.16486,0.94276,0.61174,0.0
2030-01-12 05:00:00,4740.69677,0.11505,0.94276,0.64778,0.0
2030-01-12 06:00:00,5032.49749,0.09363,0.94276,0.69178,0.0
2030-01-12 07:00:00,5470.19856,0.09544,0.94276,0.74077,0.0
2030-01-12 08:00:00,5810.63273,0.06946,0.94276,0.7926,0.0
2030-01-12 09:00:00,5907.89963,0.04305,0.94276,0.81693,0.06628
2030-01-12 10:00:00,5907.89963,0.07194,0.94276,0.80245,0.1246
2030-01-12 11:00:00,5859.26618,0.0496,0.94276,0.8081,0.10927
2030-01-12 12:00:00,5810.63273,0.07397,0.94276,0.79034,0.07089
2030-01-12 13:00:00,5761.99927,0.09082,0.94276,0.77636,0.08186
2030-01-12 14:00:00,5713.36582,0.14803,0.94276,0.74215,0.04663
2030-01-12 15:00:00,5761.99927,0.16432,0.94276,0.73953,0.02771
2030-01-12 16:00:00,6005.16654,0.12823,0.94276,0.78534,0.01057
2030-01-12 17:00:00,6296.96725,0.14229,1.0,0.81156,0.0
2030-01-12 18:00:00,6296.96725,0.15936,1.0,0.80301,0.0
2030-01-12 19:00:00,6102.43344,0.19106,1.0,0.76495,0.0
2030-01-12 20:00:00,5859.26618,0.26493,1.0,0.70022,0.0
2030-01-12 21:00:00,5616.09892,0.1391,0.94276,0.73553,0.0
2030-01-12 22:00:00,5372.93165,0.2261,0.94276,0.66422,0.0
2030-01-12 23:00:00,5129.76439,0.30173,0.94276,0.59861,0.0
2030-01-13 00:00:00,4809.64375,0.22927,0.94311,0.59842,0.0
2030-01-13 01:00:00,4668.97618,0.14912,0.94311,0.62253,0.0
2030-01-13 02:00:00,4575.1978,0.14534,0.94311,0.61374,0.0
2030-01-13 03:00:00,4528.30861,0.1123,0.94311,0.62495,0.0
2030-01-13 04:00:00,4528.30861,0.1668,0.94311,0.59764,0.0
2030-01-13 05:00:00,4622.08699,0.13782,0.94311,0.62285,0.0
2030-01-13 06:00:00,4903.42214,0.13652,0.94311,0.65558,0.0
2030-01-13 07:00:00,5325.42486,0.16409,0.94311,0.68987,0.0
2030-01-13 08:00:00,5653.64919,0.15868,0.94311,0.73,0.0
2030-01-13 09:00:00,5747.42758,0.13994,0.94311,0.75008,0.04122
2030-01-13 10:00:00,5747.42758,0.07251,0.94311,0.78387,0.13589
2030-01-13 11:00:00,5700.53838,0.15447,0.94311,0.73746,0.1645
2030-01-13 12:00:00,5653.64919,0.2436,0.94311,0.68746,0.11243
2030-01-13 13:00:00,5606.76,0.16137,0.94311,0.72331,0.13481
2030-01-13 14:00:00,5559.87081,0.27887,0.94311,0.65909,0.13242
2030-01-13 15:00:00,5606.76,0.15646,0.94311,0.72577,0.16989
2030-01-13 16:00:00,5841.20596,0.18099,0.94311,0.74021,0.12501
2030-01-13 17:00:00,6122.5411,0.14814,1.0,0.78874,0.0
2030-01-13 18:00:00,6122.5411,0.07511,1.0,0.82534,0.0
2030-01-13 19:00:00,5934.98434,0.08033,1.0,0.80134,0.0
2030-01-13 20:00:00,5700.53838,0.11967,1.0,0.7549,0.0
2030-01-13 21:00:00,5466.09243,0.10909,0.94311,0.73347,0.0
2030-01-13 22:00:00,5231.64647,0.13683,0.94311,0.69284,0.0
2030-01-13 23:00:00,4997.20052,0.21335,0.94311,0.62778,0.0
2030-01-14 00:00:00,5263.02365,0.20675,0.94332,0.66139,0.0
2030-01-14 01:00:00,5103.46525,0.13204,0.94332,0.68063,0.0
2030-01-14 02:00:00,4997.09298,0.14267,0.94332,0.66317,0.0
2030-01-14 03:00:00,4943.90684,0.19373,0.94332,0.63153,0.0
2030-01-14 04:00:00,4943.90684,0.32762,0.94332,0.56445,0.0
2030-01-14 05:00:00,5050.27911,0.32217,0.94332,0.5793,0.0
2030-01-14 06:00:00,5369.39592,0.37353,0.94332,0.58995,0.0
2030-01-14 07:00:00,5848.07112,0.29197,0.94332,0.68539,0.0
2030-01-14 08:00:00,6220.37406,0.28066,0.94332,0.7335,0.0
2030-01-14 09:00:00,6326.74633,0.26315,0.94332,0.7544,0.06845
2030-01-14 10:00:00,6326.74633,0.23248,0.94332,0.76977,0.08851
2030-01-14 11:00:00,6273.5602,0.12766,0.94332,0.81622,0.1507
2030-01-14 12:00:00,6220.37406,0.10988,0.94332,0.81907,0.22494
2030-01-14 13:00:00,6167.18793,0.11226,0.94332,0.81181,0.2127
2030-01-14 14:00:00,6114.00179,0.08644,0.94332,0.81868,0.17523
2030-01-14 15:00:00,6167.18793,0.07796,0.94332,0.82899,0.12745
2030-01-14 16:00:00,6433.1186,0.0555,0.94332,0.87057,0.08992
2030-01-14 17:00:00,6752.2354,0.08095,1.0,0.8942,0.0
2030-01-14 18:00:00,6752.2354,0.03865,1.0,0.91539,0.0
2030-01-14 19:00:00,6539.49087,0.02985,1.0,0.89555,0.0
2030-01-14 20:00:00,6273.5602,0.04176,1.0,0.85926,0.0
2030-01-14 21:00:00,6007.62953,0.05717,0.94332,0.82122,0.0
2030-01-14 22:00:00,5741.69885,0.06751,0.94332,0.78572,0.0
2030-01-14 23:00:00,5475.76818,0.08561,0.94332,0.74634,0.0
2030-01-15 00:00:00,5456.79665,0.05307,0.94339,0.76048,0.0
2030-01-15 01:00:00,5289.16437,0.03121,0.94339,0.75232,0.0
2030-01-15 02:00:00,5177.40952,0.02621,0.94339,0.74208,0.0
2030-01-15 03:00:00,5121.53209,0.02974,0.94339,0.73394,0.0
2030-01-15 04:00:00,5121.53209,0.00949,0.94339,0.74409,0.0
2030-01-15 05:00:00,5233.28694,0.01438,0.94339,0.75438,0.0
2030-01-15 06:00:00,5568.5515,0.01252,0.94339,0.79354,0.0
2030-01-15 07:00:00,6071.44833,0.01925,0.94339,0.8475,0.0
2030-01-15 08:00:00,6462.59031,0.01382,0.94339,0.89481,0.0
2030-01-15 09:00:00,6574.34516,0.00542,0.94339,0.91176,0.01344
2030-01-15 10:00:00,6574.34516,0.00531,0.94339,0.91181,0.03128
2030-01-15 11:00:00,6518.46773,0.0051,0.94339,0.90555,0.03772
2030-01-15 12:00:00,6462.59031,0.00489,0.94339,0.89929,0.05779
2030-01-15 13:00:00,6406.71288,0.00654,0.94339,0.89209,0.05414
2030-01-15 14:00:00,6350.83546,0.00567,0.94339,0.88616,0.07692
2030-01-15 15:00:00,6406.71288,0.00401,0.94339,0.89336,0.07291
2030-01-15 16:00:00,6686.10001,0.00311,0.94339,0.92566,0.02465
2030-01-15 17:00:00,7021.36457,0.00397,1.0,0.96345,0.0
2030-01-15 18:00:00,7021.36457,0.00469,1.0,0.96309,0.0
2030-01-15 19:00:00,6797.85486,0.00237,1.0,0.93877,0.0
2030-01-15 20:00:00,6518.46773,0.0018,1.0,0.9072,0.0
2030-01-15 21:00:00,6239.08061,0.0016,0.94339,0.87545,0.0
2030-01-15 22:00:00,5959.69348,0.00164,0.94339,0.84358,0.0
2030-01-15 23:00:00,5680.30635,0.00229,0.94339,0.8114,0.0
2030-01-16 00:00:00,5424.59132,0.00468,0.94332,0.78105,0.0
2030-01-16 01:00:00,5258.30093,0.01211,0.94332,0.75837,0.0
2030-01-16 02:00:00,5147.44067,0.01656,0.94332,0.7435,0.0
2030-01-16 03:00:00,5092.01054,0.01324,0.94332,0.73885,0.0
2030-01-16 04:00:00,5092.01054,0.01067,0.94332,0.74013,0.0
